year,title,college,author,supervisor,matched_domain,similarity,abstract
2019,面向德州扑克的机器博弈平台服务器设计与实现,计算机学院,刘国勇,王玮,Security,0.277,"近年来，随着计算机技术的飞速发展，人工智能领域不断突破创新，作为其问题来源和检验方法的机器博弈研究受到了越来越多的关注。2016至2017年，谷歌公司研发的AlphaGo与李世石、柯洁的进行围棋人机博弈并连续获胜，宣告了在围棋领域计算机对人类的制霸，同时也掀起了全球范围的人工智能热潮。


伴随着机器博弈领域的研究发展，机器博弈平台开始出现、发展。其作为人工智能与机器博弈研究的重要工具，给相关研究人员带来更高的执行效率、更方便的操作方法和必要的规则评判，使机器博弈对局更加公平、公正和高效。


本文的主要研究内容为德州扑克人机博弈平台服务器系统的设计与实现。该系统支持多客户端并发访问，为相应客户端提供了创建对局、请求决策以及维护AI实例等功能。


本文首先根据功能和性能需求对服务器进行解构，将其划分为转发服务器和AI服务器两部分，转发服务器负责处理客户端的并发访问并将请求转发到相应AI服务器进行计算。之后，根据系统的扩展性需求，将转发表从转发服务器中独立出来，又把转发服务器分为转发服务器主体与数据库服务器两部分，使得转发服务器得以弹性增加或减少以适应不同的并发量需求。与此同时，为了便于控制和管理AI引擎，AI服务器也自然地划分为负责调度的AI管理服务器和负责运算的AI引擎服务器。本文针对上述四部分构成的多端分布式服务器架构，进行通讯方式和处理流程的设计和实现，使其彼此之间可以顺畅的交互，并且能处理客户端的各种请求。


此外，本系统设计和实现了两种内置的德州扑克决策算法。以蒙特卡洛模拟方法进行牌力计算，以此作为决策的依据；和先验行为树指导，将一位职业德州扑克牌手的翻牌前圈策略植入，来帮助AI进行决策。


本系统的实现可以为机器博弈研究者带来便利，同时也可以帮助德州扑克初学者快速入门，提高自身水平。"
2019,肿瘤消融系统三维重建关键技术研究,计算机学院,田松,辛运帏,ML,0.2344,"随着计算机视觉理论的成熟和计算机图形图像处理技术的快速发展，三维重建成为计算机视觉领域的热点研究方向之一，尤其是基于图像序列的三维重建技术。因其重建成本低、周期短、适用范围广特点，已被广泛应用到和图像三维模拟与重建相关的各个领域中。

本论文旨在对三维重建可视化技术进行精细化研究，以提高医疗影像三维重建视觉效果。通过小波变换技术与深度学习技术对医学图像进行前处理，之后再三维重建，实现了三维可视化效果的较大提升。

首先对医学图像存储文件进行研究，便于后续对DICOM文件的操作与修改，之后主要通过序列图像层间插帧技术与深度学习技术提高空间分辨率，通过深度学习语义分割技术区分医疗影像的组织器官，层间插帧部分应用小波变换技术对医学图像高频部分和低频部分分别插帧，并通过构建小型深度学习网络进行层间插帧。语义分割部分主要借助以u_net为基准的编码解码模式的深度学习框架进行器官、组织分割。之后分析对比了三维重建绘制效果较好的体绘制算法，同时研发了三维重建双界面系统。最后将层间插帧与语义分割前处理部分与三维重建相结合，提高了三维重建的视觉表现力。"
2019,基于多因素融合的招聘信息分析与应用,计算机学院,亢鸣哲,刘杰,ML,0.2957,"人-职业匹配是人力资源管理中很重要的一部分，统计及分析招聘信息的特点，捕获技能和职业之间的关联，实现人-职业匹配，可以满足招聘者和求职者双方不同的需求，具有实际的应用价值和广泛的前景。


本文以互联网招聘信息为研究对象，针对招聘数据，以深度学习框架为研究基础，进行信息提取、技能信息生成等任务，主要研究内容为：


首先，本文主要使用python语言搭建网络爬虫模型，获取相关招聘网站的招聘信息，作为本文的数据。在此基础上，构建具有半结构化特征学习能力的信息提取模型。本文的招聘信息数据包含职业名称、类型、公司、地点等结构化属性，也包含非结构化的职业描述信息。针对职业描述信息，本文主要使用BILSTM-ATTENTION-CRF模型，提取职业描述中的技能实体，将提取的信息作为后期建模的重要特征之一，有助于后续应用模型的建立。


其次，本文深入分析招聘大数据，深度挖掘数据之间的特性，并制作网页展现数据可视化操作。


最后，本文使用基于语义控制的文本生成模型框架，实现人-职业之间的匹配，可以满足招聘者和求职者双方不同的需求。针对招聘者，在给定相关的属性，如公司名称、地点、职业名称、类型、职责描述等，生成相应的符合市场规律的关于技能的任职要求，有助于减少招聘者对财力、物力、人力的投入，可以有效减少成本，具有很重要的现实应用价值。同时，求职者可以利用此功能生成更符合相应职位的技能简历，可以节省求职者大量的时间和精力，有助于求职者求职的成功，有助于人-岗匹配的发展。


本文的研究很有现实意义，成果能够应用在现实中，具有重要的商业价值、实用价值。"
2019,非平稳随机信号的数据处理与特征选择,计算机学院,刘亚静,殷爱茹,ML,0.2406,"在信号处理领域，越来越多的处理方法被应用到实际信号中，而在现实生活中提取或传输的信号多为非平稳随机信号，通常会先将其转化为平稳信号，再使用经典的信号处理方法进行分析，但大多效果不好。本文针对这一类信号，并结合该领域中的两个典型数据集，包括医疗信号和语音信号，进行信号预处理和特征提取方法的研究，为信号滤除干扰、去除噪声、增强有效信号以及信号特征的表征方式提供一定作用。


本文对非平稳随机信号的处理包括预处理和特征提取两个部分，并从时域、频域以及时频域三个方面进行分析，增强信号的处理机制，完善信号的表征方式，为信号分类识别的准确率提供保障。信号的预处理是要对未经处理的原始信号进行预先的处理，如进行信号增强以方便后续操作中的有效信息提取、进行信号滤波以消除噪声信号对有效信号的干扰、进行信号的端点处理以提高信号的分析和研究效率等。统计信号的共性、定位信号的差异，能够对某一类的信号进行更深入的研究，用特征向量表征信号也是信号处理的一项重要内容。本文采用三种特征提取的方法研究非平稳随机信号，包括基于小波变换、韦尔奇功率谱和希尔伯特-黄变换的方法，将这些方法更多地应用到实际信号中，可以提高信号表征的质量。


最后，本文设计并实现了两个子系统，原型系统实现了对一般非平稳随机信号的应用，将信号处理的诸多方法与之相结合，更符合学以致用的原则。另一方面，对本文的肺音信号做深入探索，将信号处理的流程融入肺音分诊平台中，不仅能够体现信号处理的价值，更具有一定的现实意义。"
2019,面向结构化数据的分析性文本自动生成方法研究,计算机学院,邓君怡,刘杰,ML,0.2882,"结构化数据具有规则且简单的数据格式，便于存储与记录，因此是很多重要信息的主要存储形式。但是由于此类数据缺乏语境信息，并且具有领域性强，数据量大等特点，因此不便于人类阅读以及理解。与结构化数据相比，文本形式的数据更符合人类的阅读习惯，因此实现结构化数据到文本数据的转换，可以辅助人们有效的理解数据内容，把握事件重点。然而现有Data-to-text工作的目标大多为描述性文本生成，虽然此类文本能够在一定程度上满足部分用户需求，但仅能做到信息的传递而不能带来任何增益。在实际生活中更有价值的是对结构化数据深层次的分析与解读，而这一部分内容在传统任务中并未体现。


针对上述问题，本文以表格为研究对象，提出了一种扩展的数据到分析性文本生成任务，并针对相关的数据集及建模方法展开研究，主要研究内容如下：


本文首先根据实际应用需求以及现有研究，提出了扩展的数据到分析性文本生成任务，该任务旨在实现结构化数据到分析性文本的自动生成。为了实现该任务的建模，本文根据任务需求构建了中英文两种数据集，并对数据集的爬取与清洗过程进行介绍，在此基础上通过一定的计算策略对数据的统计信息以及数据质量进行分析和评估，分析结果证明了数据集的适用性。


其次，本文从数据定性分析的角度出发，引入关于数据表类型的主题信息，提出基于主题感知的数据到分析性文本生成模型，从而在建模过程保持分析性文本与原始数据记录表的主题一致性。在此基础上，模型还引入了数值嵌入表示学习模块，从而更好地量化原始数据中的数值型特征，最后通过在真实数据集上的实验验证了模型有效性。


最后，为了提高生成的精准性，满足对结构化数据定量分析的需求，本文进一步提出基于细粒度主题信息的分析性文本精准生成模型。模型首先利用主题模型学习关于记录的主题词词表，其次通过上下文注意力与主题注意力相结合的方式计算文本生成概率，使模型在生成过程中考虑关于记录的主题词分布，从而提升用词的精准程度。在此基础上，模型还引入了扩展的复制机制，提升数值结果的精准程度，并在真实数据集上验证了该方法的有效性。"
2019,基于UWB的井下定位及数据传输系统设计与实现,计算机学院,赵洋,宫晓利,Security,0.2593,"随着计算机技术的快速发展，越来越多的领域开始逐渐地与计算机相结合，矿产资源开采就是其中之一。矿井开采和计算机技术相结合，能够保障工作人员和设备的安全，降低矿井塌方引起的安全事故。因此，对井下工作人员及矿车的高精度定位迫在眉睫。在空气湿度大、电磁干扰强的矿井工作环境中如何获取高精度定位是本文的重点工作，如何在矿井中减少工人的参与程度是本文的另一项工作。本文结合UWB定位精度高，抗干扰能力强，穿透力好的特点实现井下的高精度定位。并利用UWB数据传输速度快的特点，发送控制信息以达到自动控制矿车的目的。


本系统定位是基于测距实现的，使用对称双边双向对称测距方法，针对测距中产生的抖动，分别使用滑动窗口滤波，中位值平均滤波，卡尔曼滤波进行消抖比较。通过对比三种滤波的噪声值、RMSE（均方根误差） 和方差等指标，最终选择滑动窗口滤波对测距结果进行抖动消除。其次根据矿井下特殊的工作环境，对常用的三边定位法进行改进，并利用多个基站对标签UWB设备进行定位计算，减少定位误差。对最终的定位坐标x，y值分别使用滑动窗口滤波消除抖动，过滤掉计算极端值。


同时，利用UWB脉冲信号数据传输技术，设计一套适用于UWB网络的可靠传输协议。针对矿井UWB个域网的特点，设计发送数据和响应数据必需字段，并设计超时重传机制、重复接收机制等，保证在UWB组成的网络中发送的数据能够及时到达，从而达到对设备的远程操作的目的。


最后利用UWB定位和数据传输的功能，设计基站UWB的定位功能。保证所有的基站能够顺利的移动到指定位置，计算移动后的坐标，并更新移动后基站的坐标信息。


本系统使用的是基于DW1000芯片的UWB设备，采用MATLAB进行模拟仿真实验。系统分为上位机和单片机两部分，用C#语言开发上位机程序，C语言开发单片机程序。经过实验，在6米范围内，标签和基站间的测距误差控制在实际距离值的15%以内，标签定位的相对误差控制在实际坐标值的20%左右，并且在UWB网络范围内，保证所有数据传输都能正常到达。"
2019,基于改进 U-net 神经网络的显微图像微结构分割研究,计算机学院,王钰晴,赵新,ML,0.2533,"显微图像分析是显微操作技术和生物医学科学研究的重要手段之一，其中，显微图像中的一些微小结构，例如，卵母细胞显微图像中的细胞极体、大脑血管显微图像中的微血管等，这些微结构是图像中重要的研究对象。现有的图像分析方法大多基于以卷积神经网络为代表的深度学习模型，但是这些模型大多只用于检测和识别图像中的主体和显著性物体，而对小物体小结构的关注度不够，无法满足显微图像处理的需求。基于上述问题，本文对显微图像中的微结构分割方法进行了深入的研究。本文的主要内容包括以下几个方面：


      首先，针对现有神经网络对图像中小目标识别检测和分割的不足，本文提出了一种面向图像微结构分割的改进U-net神经网络。该网络通过将不同大小的卷积核组成的模块嵌入U-net神经网络，使得同一层次的神经元具有不同大小的图像感受野，从而更好的实现不同尺度物体的特征提取；在此基础上，通过设计不同的损失函数的组合来更好的训练网络。可视化实验表明，相对于原有的U-net网络，本文提出的网络能够更好的关注到图像中不同大小的物体，因而更适用于显微图像中微小结构的图像分析。


      其次，针对细胞核移植操作中，卵母细胞极体这一细胞微结构检测的需求，本文提出了一种基于上述改进U-net网络的细胞极体分割和检测的方法。首先，为了学习极体和背景之间的差异，本文将极体检测问题转换为利用神经网络进行二值分割的问题；其次，设计了多种图像变换方法以模拟更多拨动过程中的图像来扩充训练数据集；最后，由于神经网络分割可能产生多个可能区域，本文利用灰度和面积信息进行非极大抑制，以返回最终的极体位置，实现极体的检测过程。实验结果表明，本文方法在准确率和速度上都优于现有极体检测方法，同时，能够很好的应对细胞操作过程中出现的图像离焦、极体变形以及不同发育状态极体的形态差异等问题，因而更适用于实际显微操作的需求。


      最后，针对膜片钳操作过程中，大脑微血管这一微结构重建的需求，本文提出了一种基于上述改进U-net网络的大脑血管三维分割与重建方法。原始数据为针对同一血管不同深度下获取到的多光子显微图像切片序列。为了应对图像序列水平方向之间的偏移，本文首先使用基于塑性变换的模型对图像序列进行配准；其次，为了实现不同深度图像之间的融合和互补，本文将改进U-net神经网络扩充至三维，相应设计了不同尺度大小的三维卷积核，以学习三维微结构的特征，实现三维数据的分割；再次，针对分割后出现的独立的体素等噪声，本文采用三维中值滤波进行处理，并利用阈值化操作将体素数据分为血管和背景两部分；最后，对处理后的三维数据进行三维重建可视化。数据分割的指标和三维重建的效果表明了方法的有效性。"
2019,一种分布式内存缓存系统的高效容错架构,计算机学院,赵帅兵,王刚,Security,0.2611,"随着信息时代的高速发展，数据库系统应该为我们提供实时、准确和高性能的服务。为了满足人们对性能日益增长的需求，许多大型数据库应用开始采用分布式内存缓存系统来提高用户体验。其中，Memcached就是一种典型的分布式内存缓存系统。分布式内存缓存系统将用户经常访问到的数据存放在内存中，极大地提高了这部分数据的访问效率。然而，传统的分布式内存缓存系统没有容错能力。当系统中的一个节点发生故障时，该节点存放的数据将会丢失。用户如果想访问这部分数据，就需要重新从远端服务器或者磁盘中读取。


为了提升分布式内存缓存系统的可靠性和可用性，Cocytus将Reed-Solomon（RS）编码和分布式协议加入到了分布式Memcached中，使得Memcached具有容错能力。然而，Reed-Solomon编码涉及到复杂的有限域运算，因此计算性能较低；另外，在数据恢复过程中，Reed-Solomon编码需要大量的数据传输开销。


针对RS编码的两个缺点，在先前的工作中，已将Row-Diagonal Parity（RDP）编码加入到分布式Memcached系统中来替代Cocytus采用的RS编码。然后，又采用Row-Diagonal Optimal Recovery（RDOR）模型来加速数据恢复过程。


在此基础之上，本文又采用了Collective Reconstruction Read（CRR）模型从网络并行的角度对数据恢复过程进行加速。RDOR和CRR分别从两个方面对数据恢复过程进行优化。其中，RDOR恢复优化模型可以减少数据恢复过程中传输的数据量。而CRR恢复优化模型的理念是将串行传输变成并行传输，即由多个节点同时参与数据传输。它可以将数据传输过程分配到不同的节点上并行完成，以此来达到加速数据恢复的目的。实验表明，这两种方案在数据更新和数据正常访问的性能和Cocytus接近。在4个数据节点和2个校验节点的情况下，当网络状态较差时，采用RDOR模型可以比Cocytus降低25%左右的数据恢复时间；当网络状态良好时，采用CRR模型可以比Cocytus降低30%左右的数据恢复时间。此外，本文对将RDOR和CRR结合起来进行了可行性探讨，证明了将二者结合起来的性能与单独使用CRR的性能接近。"
2019,基于CUDA的系统发育分析库的设计与实现,计算机学院,黄小敏,王刚,Security,0.2754,"系统发育分析（Phylogenetic Analysis）是一种根据现存有机体的遗传数据重构生物进化历史的过程，对于人类理解基因的进化方式、监测和控制疾病的传播以及对物种进行鉴别和分类等都有重要意义。人类基因组计划的提出以及DNA 测序技术的发展所带来的大量高质量的基因数据进一步促进了分子水平的系统发育分析研究的发展。但另一方面，大规模的输入数据也对系统的计算能力提出了更高的要求。传统的串行算法乃至基于多核CPU 的并行算法已无法满足相关研究工作者对程序运行时间的需求，越来越多的研究者开始将目光转向具有高浮点计算能力和显存带宽的图形处理器（Graphics Processing Unit, GPU）。


目前已有一些研究工作将GPU 用于特定系统发育分析软件并行优化的实践中并取得了明显的加速效果。然而，可用的系统发育分析软件数量众多、受众不同，为每个软件分别设计一套合适的GPU 并行优化算法需花费巨大的精力，也不具备实际可行性。因而，设计并实现一个可被多种发育推断软件调用的高性能库具有重要的研究意义。


本文针对两种常用的系统发育推断方法——最大似然法和贝叶斯方法的共同计算瓶颈，开发了一个基于CUDA 的系统发育推断的并行优化库——CuPhylo。 CuPhylo 利用似然值计算过程本身蕴含的多层并发性，设计了一种多级并发算法：基于CUDA 流（CUDA stream）的高层次的并发、基于多操作内核函数（multi-operation kernel）的中间层次的并发以及基于CUDA 线程（CUDA thread）的低层次的并发。鉴于系统可能存在的访存方面的性能瓶颈，CuPhylo 对CUDA 线程的访存模式进行了精心设计并合理地利用了GPU 端具有低访问延迟的存储空间——共享内存（shared memory）和寄存器。在任务分配方面，CuPhylo 对各种不同的状态数采用了不同的分配方案以实现可并发线程数与线程任务粒度的平衡。为减少内核函数（kernel）内部的条件分支、提高执行效率，CuPhylo 可选地对状态数和位点数（输入序列长度）进行了填充。此外，CuPhylo 还对CPU-GPU 之间的通信进行了优化以减少额外开销。与CPU 的比较结果表明，在多种规模的数据集上，无论输入序列为核苷酸、氨基酸还是密码子，CuPhylo 均可以取得良好的加速效果。与另一个系统发育分析的并行优化库——BEAGLE 的对比结果表明，在状态数为4 （核苷酸序列）的情况下，CuPhylo 在规模较小的数据集上的优化效果不如BEAGLE，但当数据规模达到一定程度时，CuPhylo 相比BEAGLE 的性能优势开始逐渐体现。在状态数为20（氨基酸序列）的情况下，CuPhylo 只在序列长度最短的几个数据集上处于劣势，在其余数据集上的优化效果则远好于BEAGLE。当状态数为61，也即输入序列为密码子序列时，CuPhylo 的性能全面优于BEAGLE，并且最高取得了相比BEAGLE 3.86倍的相对加速比。"
2019,基于CT图像的不可逆电穿孔肿瘤消融系统的关键技术研究,计算机学院,赵倩羽,辛运帏,Security,0.2415,"随着计算机图形图像处理技术的发展与医疗水平的提高，计算机辅助外科手术作为外科介入治疗术的一个分支，得到了长足的进步。该领域的研究内容也在逐年得到拓展。目前，使用医疗影像设备可以采集到人体不同部位的二维横断解剖图序列。在此基础上，通过引入计算机辅助外科手术系统能够对采集到的数据进行解析观察从而确定病灶。病灶位置的确定有助于在实际手术前对手术路径进行预规划，在实际手术中进行实时的导航。同时，系统中将一组人体的二维横断解剖图序列数据转化为三维立体图像优化了系统的可视化体验，提高了手术实施的精准度，降低了由于医护人员经验不足等人工问题所导致手术失败问题的可能性，具有研究意义与临床应用前景。


“基于CT图像的不可逆电穿孔肿瘤消融系统”是一套可用于计算机辅助外科手术上的对肿瘤进行微创穿刺进而达到消融目的的软件系统，论文针对消融系统中的一些关键技术进行了研究。在系统中实现了提取腹腔CT图像，对腹腔CT图像进行解析，重建腹腔CT图像中的三维数据场，使用三维重建技术完成腹腔的三维模型建立。并在此基础上实现手动消融坐标点拾取，规划出最佳消融路径，形成手术预案。


本论文的研究工作主要集中在对CT图像的自定义读取与解析以及将其转化为清晰地三维图像上，并在此基础上研究出消融路径的规划。论文主要内容包括为首先从软件系统的总体设计出发，对系统工作流程以及设计结构进行了介绍，分为术前与术中两个阶段对系统进行了阐述。然后将CT图像转换为设备无关位图进行处理，实现CT图像的提取与解析，将二维断层信息转换为三维数据场信息。同时对三维数据场信息进行处理，将其转化为清晰准确的三维可视化图像。完成对人体腹腔器官清晰地三维重建。最后根据Observer/Command的交互方式对三维重建图像进行空间变换并改进了点拾取功能，实现通过屏幕手动拾取三维图像上的坐标点并将其转换为路径点，完成三维视图下的路径生成。"
2019,僵尸网络检测中的概念漂移识别方法,计算机学院,田美琦,贾春福,Security,0.3754,"僵尸网络已经成为网络安全的主要威胁之一。接入互联网的僵尸主机数量

巨大，僵尸家族变种繁多，越来越多的检测系统依赖于机器学习算法。机器学习的基本假设是训练数据与检测数据的分布一致。但是攻击者们在利益驱动下不断开发新的躲避技术，有针对性地对抗检测，例如模仿攻击、梯度下降攻击、投毒攻击、变更C&C 服务器等。这些对恶意代码的升级以及新变种的传播，会引发概念漂移现象。概念漂移导致测试数据与训练数据的分布不一致，破坏了机器学习的基本假设，造成检测系统的准确率随时间下降以及模型退化，机器学习本身成为整个系统中最薄弱的一环。缓解僵尸网络检测中的概念漂移问题对网络安全有重要意义。

本文提出一种针对僵尸网络检测领域的概念漂移识别方法。首先，区别于

传统的基于阈值的检测方法，本方法基于统计学习和用户给出的可接受最大出错概率，动态地对概念漂移样本进行识别，并指导模型重训练。其次，本文分析了僵尸家族变种中的概念漂移类型，主要针对常见但难以被发现的温和型概念漂移，将漂移范围限定在虚拟概念漂移之内，避免真实概念漂移的发生，从而有效缓解模型退化问题。最后，本文针对僵尸家族变种的特性，提出改进的一致性预测框架，通过添加聚类操作，提高分析精度，降低计算时间开销，并且缓解了原框架下存在的无法识别和错误识别某类样本的误报问题。

本文选取BotFinder 作为一致性度量方法，使用p-value 进行统计学习, 并基于可信度给出概念漂移分析结果。本文在五个僵尸家族的公开数

据集上进行实验，从时间开销、识别效果、检测效果三方面对识别方法的

效率和有效性进行了验证。实验结果表明本方法可以及早识别概念漂移样本，并缓解模型退化。"
2019,电力系统规划及故障模拟危机控制系统开发的可靠性研究,计算机学院,王振,陈增强,Security,0.296,"电力网络运行过程中，电网企业会在一定的时间对电网运行相关设备进行周期性检查和维修，或是在电网改建扩建过程中进行计划停电接火工作。随着电力供电网络的不断完善、发展，电网停电计划也在逐步增加，这种计划的电力中断属于预知的中断，在进行停电之前电力系统运维人员已将用电负荷进行转带，因此不会造成严重的电力损失，会将停电所带来的影响降低至最低。然而，电力系统运行过程中大部分停电属于不可预见的电力事故，常见的故障主要有接地、短路造成的电力供应中断，这种故障时间不可预知，故障地点及影响范围无法进行控制，会造成电力系统及用户的经济损失，严重的会造成区域电力系统运行稳定，甚至影响用户人身安全及电力设备的安全。


目前电力系统故障监测及事故信息确定主要依靠电力系统调度部门实现数据收集、汇总、分析及安排事故处理。通过故障监测与分析系统的研究，可以缩短电力系统故障处理时间，快速及时的恢复电力供应。故障监测与分析系统通常通过微机控制装置集成电网数据，硬件的整体设计主要包括主用CPU 系统、模拟量采集系统、信息串行通信系统、人机交互界面系统。通过嵌入式子站的软件设计框架，Data Server接口通信包、IED Data Acquisition Server接口通信包、Data Server任务管理包、IED任务管理包、SIADS任务管理包、时钟管理、EOS 管理等工作包实现了系统设计。


综上所述本人结合电网企业现状和电网供电可靠性运行的要求，对电力系统规划及故障模拟危机控制系统研发进行研究，通过系统的实际应用案例，进一步分析和查找系统优化提升的方向，进一步提高系统实用性、创新性、可靠性。"
2019,面向大规模网络的VoIP流量实时识别研究,计算机学院,王荣康,张建忠,Security,0.3044,"近年来，VoIP应用凭借其丰富的服务和低廉的价格已经成为了重要的通信服务手段。不幸的是，VoIP服务为人类带来便利性的同时，也造成了诸多的社会问题。诈骗分子利用VoIP所提供的便利的服务实施犯罪活动，对我国诈骗案件的侦破造成了极大的困难。我国反VoIP作案面临严峻的局势，为了使VoIP进一步服务于人类，对恶意VoIP的监管是必要的。


主流的流量识别方法包括基于端口的识别方法，基于深度包检测技术的模式识别方法，基于统计分析和行为分析的识别方法等。由于VoIP技术所涉及网际协议种类繁杂，数据传输普遍采用加密技术和P2P技术，这些特征导致以上分类方法很难单独应用于VoIP流量识别，目前较为成熟的VoIP流量识别方法一般采用多种方法结合的策略。另一方面，VoIP流量识别要求较高的实时性，这意味着基于VoIP流特征的离线识别方法不能被应用于在线实时识别。VoIP流量识别领域仍有很多问题亟待解决。


本文针对上述问题进行研究，第一，简要的从信令传输和媒体传输两个阶段介绍了各类VoIP技术，并归纳了各种VoIP技术的出现对VoIP流量识别所造成的影响；第二，本文围绕VoIP应用类型采用CLNN模型提取特征，旨在自动化的提取比人为提取特征具有更高识别精度的特征；第三，基于所提取的特征，本文设计并实现了一个VoIP实时识别系统，该系统采用Apache Storm作为流处理计算引擎，支持在大规模的网络中采集并识别VoIP流量。实验结果表明，该系统可以实时的准确识别VoIP流量。"
2019,基于LIBS光谱数据定量分析实验平台的研发,计算机学院,黄山,谢茂强,Security,0.2569,"根据世界卫生组织的数据显示，每年空气污染问题会导致我国数十万人死亡。我国的大气污染治理问题在世界上没有成熟经验可以借鉴，找到合适的办法解决我国复杂的大气污染问题具有重要的意义。其中，如果可以准确了解各污染物在大气中浓度的时空分布，可以为我们找到针对性的解决办法提供重要依据。

要了解污染物的浓度分布，可以依靠先进的对地观测技术获得其光谱，然后通过分析其光谱反演出气体浓度。但是用于大气污染分子成分和浓度测量的对地观测技术主要依赖于吸收光谱法，大气污染物成分复杂，形态多样，传统方法无法在现有对地观测技术的基础上准确分析其成分和浓度。为此提出了基于光丝激光雷达的办法去获得大气污染物的LIBS光谱数据，并通过分析LIBS光谱获得对应的组份浓度。为了顺利的推动方案，本课题基于该目标搭建了基于LIBS光谱数据定量分析的实验平台，主要用于以下几个目的：1分类存储整理不断获得的测量的光谱数据；2 批量合成LIBS光谱数据用于在前期相关光谱数据严重匮乏的情况下推进算法；3 探索不同的数据处理方法、算法在LIBS光谱数据上的综合表现。

本文实现了相关实验平台，给出了基于NIST LIBS数据库中光谱的标准数据给出了批量合成光谱数据的方案，并根据合成的数据探讨了其他类型光谱或是信号处理方法在相关的LIBS合成数据上的实用性。在合成数据的基础上，提出了名为DWCNN的光谱定量分析算法，并与其他多种对比方法比较证明了算法的可靠性与实用性。"
2019,基于分布式存储系统的纠删码解码性能优化,计算机学院,彭昊,任明明,Security,0.2732,"随着当今数据量的不断增大，分布式存储系统逐渐成为了存储数据的选择，同时，存储数据的可靠性称为分布式存储系统需要考虑的重点问题。而用于确保数据可靠性的方式一般有两种，一种是使用副本的方式进行保护，但是副本的方式会消耗太多的空间，另一种方式则是使用纠删码的方式，而纠删码虽然能够消耗较少的存储空间，却存在着计算开销等额外开销，很可能因为没有及时恢复损失的数据，从而导致数据的丢失。从而提高解码的速度就能够提升纠删码系统的可靠性，而根据调查发现，当今各种系统发生故障98%的情况都是单个节点发生故障，因此提升单故障的解码速度也就是重点研究对象。


本文将RDP码和PIT码实现到了一个自带RAID-6码的NCFS文件系统上，利用RDOR和PITR完成对两种编码的单故障解码优化，后面又通过采用连续读的方式提高两种编码在解码过程中读入数据的效率，从而提高单故障解码速度。利用NCFS文件系统中自带的RAID-6编码作为两种新添加编码的比较对象，在单机模式下和网络模式下分别对三种编码进行了实验，比较它们在不同的条件下的单故障解码速度。又针对采用连续读策略后的RDP码和PIT码在相同条件下进行了实验，比较它们相比于之前的单故障解码速度的提升，以及与相同条件下的RAID-6单故障解码速度的比较。通过最后的优化之后，与RAID-6有着相同容错率的RDP码能够在单故障解码速度上由于RAID-6，而比RAID-6有着更高容错率的PIT码，也能够达到接近RAID-6的单故障解码速度，甚至在某些条件下能够优于RAID-6，所以在需要高容错率和较快的解码速度的系统中，完全可以考虑PIT码。"
2019,基于层次LSTM模型的短文本流会话抽取技术研究,计算机学院,金毅,温延龙,Security,0.2708,"近年来，网民主要通过移动社交网络应用对社会热点事件和热门话题发表观点和评论。在此过程中，产生海量具有经济价值、社会价值的短文本流数据。由于具有稀疏性、交错性、动态性等特点，短文本流数据分析与挖掘极具挑战性，已成为自然语言处理、信息检索等领域研究热点。短文本流会话抽取是短文本流数据分析与挖掘的关键任务之一，旨在从短文本流数据中提取特定主题会话，以便于进一步从中提取有价值信息，为舆情分析等领域服务。因此，快速、有效地抽取短文本流会话，具有重要理论意义和实际应用价值。


本文深入分析短文本流数据会话抽取研究现状，在此基础上，充分利用短文本流潜在的时序特性，结合层次LSTM神经网络和时序短文本分类技术，提出一种基于层次LSTM神经网络的短文本流会话抽取方案。该方案对短文本流数据进行向量化表示，用于提取短文本流数据的时序特征；根据短文本流数据向量化表示识别会话内容的对话行为，有效判定会话整体语义；设计高效的主题分类器，将短文本流会话抽取问题转化成为时序标签分类问题；给出短文本流数据内部特征定义，将其作为主题分类器修正项，辅助提升会话抽取效果。本文在中文QQ群聊数据集和英文Twitter数据集上进行大量实验，实验结果表明本文提出的方案能够有效解决稀疏性、交错性给短文本流会话抽取带来的影响，在准确率上具有明显优势，可广泛应用于短文本流分析与挖掘领域。"
