Year,Title,Link,Abstract
2024,"Generative Design Tools: Implications on Design Process, Designer Behavior, and Design Outcomes",https://hdl.handle.net/1721.1/153664,"Generative design tools, empowered by recent advancements in computational algorithms, offer the opportunity for human designers and design tools to collaborate in new, more advanced modes throughout various stages of the product design process to facilitate the creation of higher performing and more complex products. Much of the research focuses on the technical development and application of these tools, while less attention has been paid to how generative design tools are used from the designer’s perspective. Three main contributions of this dissertation include a development of a generative design process, observations of the implications of the use of generative design tools, and an understanding of how designers balance multiple objectives throughout a generative design process.  A grounded theory approach based on the experiences of designers was first used to develop a generative design process. Six in-depth interviews were conducted with experienced designers from different disciplines who use commercial generative design tools in their work, detailing the design processes they followed. A qualitative-based coding and analysis of the interviews was used to generate 161 coded themes describing the design process. Through these themes, a provisional process diagram for generative design and its uses in the early-stage design process is proposed to outline explicit and implicit stages of the design process.  Several implications of the use of generative design tools on the design process and designer behavior were developed through additional analysis of the interviews. The early 5  stages of defining tool inputs bring about a constraint-driven process in which designers focus on the abstraction of the design problem. Designers will iterate through the inputs to improve both quantitative and qualitative metrics, such as engineering performance and product styling. This learning-through-iteration allows designers to gain a thorough understanding of the design problem and solution space. This can bring about creative applications of generative design tools in early-stage design to provide guidance for traditionally designed products.  It was observed that generative design tools primarily allow for quantitative inputs to the tool while qualitative metrics, in particular aesthetics, are considered indirectly by designers. To explore this further, controlled lab experiments were conducted to understand how designers balance quantitative and qualitative objectives while using generative design tools. Thirty-four participants completed two design tasks (with and without generative design tools) with the same qualitative and quantitative objectives. Counterintuitively, designs created in the task without generative design tools had a statistically higher quantitative performance than those created with generative design tools. On the other hand, the designs produced with generative design tools displayed a greater aesthetic diversity and expanded a larger portion of the objective space. Participants also expressed the ability to focus on the qualitative objectives by delegating the quantitative objective to the generative design tool. This showcases the potential for generative design tools to assist in the design process and leveraging the expertise of both the human designer and the generative design tool to allow for greater consideration of various objectives throughout the design process."
2024,Essays in Industrial Organization and Labor Economics,https://hdl.handle.net/1721.1/153343,"This thesis consists of three chapters, two in Industrial Organization and one in Labor Economics. The first and second chapters study industrial technologies: the first explores how machine learning changes decision-making of heavy duty truck technicians, while the second studies technological switching in the shale industry. The third chapter studies wage garnishment in the United States.

The first chapter (joint with Adam Harris) uses observational data to explore how a predictive algorithm changes human decision-making. Using a novel, rich decision-level data set from the maintenance of heavy-duty trucks, we document how skilled technicians' decision-making is changed by the introduction of an algorithm designed to predict the risk of truck breakdowns. We develop and estimate a model of technician decision-making that accounts for variation in monetary and non-monetary costs. Using an embedded neural network, we flexibly estimate technicians' beliefs about the probability of truck breakdowns both before and after the introduction of the algorithm. Comparing these estimated beliefs with an objective breakdown probability, we find that the algorithm significantly improves technicians' ability to predict breakdowns: the algorithm narrows the gap between actual and optimal costs by 79%. All of this gain comes from decreased repair costs, suggesting that the algorithm primarily helps technicians avoid low value repairs.

The second chapter studies technology in a different setting: the U.S. shale industry.  In late 2014, global oil prices dropped precipitously, driving U.S. shale producers out of the market. As the number of new wells completed dwindled, productivity began to rise sharply, beginning a steepened upward descent that continued through 2019. This chapter draws on detailed well-level data from the Bakken shale play in North Dakota to tease apart several classic explanations for these trends, including Schumpeterian creative destruction and technological improvement. I document firm-level jumps from gel-based completions to slickwater after the price shock, with earlier jumps for mid cap and private firms. However, I find that improved geological targeting (or ""high-grading"") and slickwater adoption fail to account for over 70% of the productivity increase.

The third chapter (joint with Anthony DeFusco and Brandon Enriquez) uses administrative data to investigate wage garnishment in the United States. Wage garnishment allows creditors to deduct money directly from workers' paychecks to repay defaulted debts. We document new facts about wage garnishment between 2014 and 2019 using data from a large payroll processor who distributes paychecks to approximately 20% of U.S. private-sector workers. As of 2019, over one in every 100 workers was being garnished for delinquent debt. The average garnished worker experiences garnishment for five months, during which approximately 11% of gross earnings is remitted to their creditor(s). The beginning of a new garnishment is associated with an increase in job turnover rates but no intensive margin change in hours worked."
2024,Optical Property Prediction and Molecular Discovery through Multi-Fidelity Deep Learning and Computational Chemistry,https://hdl.handle.net/1721.1/155385,"Optical properties are crucial for the design of molecules for numerous applications, including for display technologies and biological imaging. The accurate prediction of these properties has been the subject of decades of work in both physics-based approaches and statistical modeling. Recently, large datasets of both computed and experimental optical properties have become available, along with the advent of powerful deep learning approaches cable of learning meaningful representations from these large datasets. This thesis presents new approaches for predicting optical properties by fusing the experimental and computational data in multi-fidelity models that achieve greater accuracy and generalizability than previous methods. Additionally, it conducts a thorough benchmark of various strategies for handling multi-fidelity data to inform the modeling choices of future practitioners working with optical properties and beyond. Despite the greater availability of optical property data recently, the near-infrared (NIR) region of the spectrum remains more data-sparse despite its promise in many applications. This thesis demonstrates the shortcomings of existing methods for predicting optical properties in this region of chemical space and recommends best practices for future research in this area. Finally, this thesis highlights successful usage of data-driven optical property prediction for the discovery of novel molecules for specific applications."
2024,Broadband single and multimode quantum light generation using optical nonlinearities,https://hdl.handle.net/1721.1/156309,"There is a growing effort in many fields of physics to bridge the classical and quantum realms. To our best understanding, our world is governed by the laws of quantum mechanics, but some of its most interesting features - such as the ability to morph uncertainty and noise - are washed out when system sizes become too large. Light is the ideal playground to investigate the interplay between the classical and quantum domains, with its well-known particle-wave duality and diverse behaviors at both the classical wave and single photon levels. To this end, there is significant interest in generating quantum states of light that can be harnessed for applications in the classical world we are most familiar with. However, maintaining ""quantumness'' as the number of photons grows large has proved challenging due to the detrimental effects of loss. In this thesis, I describe two theoretical proposals to make macroscopic quantum light a reality. I focus on bright intensity squeezed states of light that have intensity noise far below the standard quantum limit. If realized, these states would bring the quantum mechanical phenomenon of squeezing to macroscopic intensities, which in turn could pave the way towards widespread quantum light sources that offer enhanced signal to noise ratios. I describe two distinct methods that use tools from nonlinear optics and dissipation engineering to realize broadband squeezing in both single and multiple frequency modes. I show that the squeezing can be tunable across a wide range of the electromagnetic spectrum that spans frequencies where quantum light has never been generated."
2024,The Impact of Thermostat Automation and Retail Rate Designs on Cooling and Heating Flexibility: Balancing Consumer Preferences and an Efficient Grid,https://hdl.handle.net/1721.1/155612,"Flexibility in household energy consumption is crucial for improving grid efficiency and reducing peak electricity demand. The ongoing impact of climate change and the move towards electrification worsen these challenges, emphasizing the need for effective peak demand reduction strategies. Current approaches often involve peak pricing retail tariffs, behavioral responses to grid operator notifications, or expensive technologies such as demand-side batteries. However, these methodologies rely on unpredictable consumer participation or substantial capital investments. On the other hand, the growing use of smart thermostats presents an opportunity for passive, efficient control of household energy consumption. Combining smart thermostats with appropriate price signals creates an opportunity to optimize the balance between energy cost and thermal comfort. This work examines the role of smart thermostat automation and dynamic retail rate designs in maximizing heating and cooling flexibility while ensuring consumer comfort. The research introduces a new approach to demand-side management by using reinforcement learning (RL) to optimize thermostat settings based on individual thermal preferences and price signals. A comprehensive testbed simulation framework was developed to analyze these effects, incorporating bottom-up energy modeling, individualized thermal comfort profiles using smart thermostat data, and advanced thermostat controls to investigate the impacts of various rate designs on residential energy demand. The study evaluates these impacts at a population level, considering the effects on over 80 household archetypes across a localized region. Key findings show that partitioned time-of-use rates with moderate pricing shifts effectively reduce energy usage without creating new peaks, unlike more aggressive pricing strategies that can lead to pre-cooling-induced new peaks. These insights offer valuable guidance for policymakers and utility operators in designing rate frameworks that decrease overall electricity consumption and peak demand without compromising personal comfort."
2024,"Modeling spatial mapping, memory and their underlying mechanisms in the hippocampal complex",https://hdl.handle.net/1721.1/156973,"Humans form mental representations of the space and environment around them. This ability is fundamental to tasks such as navigation, spatial reasoning, and understanding the relationships between objects in the environment. Spatial mapping in humans involves several cognitive processes, including perception, memory, and spatial reasoning. Memory plays a crucial role in spatial mapping. As individuals move through an environment, they encode and store information about the spatial layout, which they can later recall to navigate or perform tasks. Further, spatial memory involves similar brain regions as those implicated in sequential episodic memories. Research on human spatial mapping has greatly advanced our understanding of how humans form these mental representations, but leaves us some ways from a complete understanding. In particular, it has been difficult to understand what makes human spatial representations generalizable enabling few-shot learning of maps of novel spaces, how humans store the vast amount of spatial information (maps) experienced through their lifetimes, and what is the connection between spatial memory and episodic memory in the brain, and why is it significant? In this thesis, I aim to answer these questions. First, I ask whether hierarchical spatial representations form the basis of generalizable spatial representations leading to efficient exploration of novel spaces. I present a Map Induction framework that uses a compositional hierarchy to represent spaces, and present results on its utility for exploring novel spaces. Second, I ask how humans store the vast amount of information (e.g., compositional map primitives required to form hierarchical spatial representations) experienced through their lifetimes. I present a neural model called MESH (motivated by brain’s entorhinal-hippocampal system), that has an exponential capacity and shows a gradual decay in retrieval quality with an increase in the number of stored memories rather than a catastrophic drop. Third, I present Vector-HaSH, a model of the entorhinal-hippocampal circuit that forms an instance of MESH, preserving all its properties. This model unifies-general associative memory, spatial memory and episodic memory providing a computational hypothesis for the unification of spatial and episodic memory roles of the hippocampal complex. Overall this research bridges the computational, algorithmic and implementation levels of analyses for explaining how humans represent and reason about spaces."
2024,Design and Synthesis of Stimuli-Responsive Polymers with Programmable Cleavability,https://hdl.handle.net/1721.1/157070,"Polymers comprise a large portion of modern-day materials, from everyday plastics that we can hold and use, to nanomaterials imperceptible to the naked eye. Applying synthetic chemistry to impart structural changes to established polymers offers a promising path to introduce novel functionalities for applications ranging from biology to sustainability. In particular, this thesis explores the synthesis, characterization and evaluation of polymeric platforms containing rational incorporation of moieties that can undergo chemical cleavage, effecting enhancements in their design and performance. In the first half, we explore advancements to linker design and controlled release of payloads from molecular bottlebrush polymers. The first chapter introduces bottlebrush polymers as nanocarriers for therapeutics, and provides a detailed literature analysis of the synthetic and architectural developments that have been reported for these constructs, as well as outlooks for the future. The second chapter reports the first synthesis of peptide-containing bivalent bottlebrush (co)polymers (BBPs), featuring caspase-3-cleavable peptides linked to fluorogenic probes that provide a “turnon” signal upon enzymatic cleavage. The impacts of different architectural features of these polymers on enzyme access reveal insights into the interactions of enzymes with BBPs, and provide design criteria for future therapeutic systems leveraging this approach. The third chapter investigates a synergistic approach to treating pancreatic ductal adenocarcinoma (PDAC) with drug-loaded BBPs by leveraging multiple facets of structural modularity, including linker and drug identities and concentration ratios. This mechanism-guided approach to combination therapy is validated with the translation of in vitro studies that identify synergy across axes of both drug release timing and mechanism of action to in vivo validation of enhanced therapeutic efficacy of the combination BBP system. The remaining two chapters are a departure from BBPs, instead introducing a novel approach to cleavable comonomers for improving plastic end-of-life sustainability. The fourth chapter thus provides detailed background on the current plastic waste outlook, vinyl polymers and their synthesis, radical ring-opening polymerization, and current approaches to cleavable comonomers and the end-of-life options they offer commodity polymers. The fifth and final chapter reports the first “mixed” cleavable comonomer approach to degradable polymers towards a polyacrylic acid system optimized for biodegradability. A computational model offers parameters for controlling degradation fragment molecular weight and dispersity that are validated experimentally, and the material performance properties of the homopolymer are retained for its cleavable analog. Overall, this thesis leverages structure-activity relationships of cleavable functionalities in stimuli-responsive polymers, and expands the scope under which they can be utilized during their productive lifetime or processed thereafter."
2024,Numerical and Analytical Methods in Low-Dimensional Strongly Correlated Quantum Systems,https://hdl.handle.net/1721.1/157584,"The study of low-dimensional strongly correlated quantum systems lies at the intersection of intricate theoretical models and practical numerical methods, offering deep insights into condensed matter physics. This thesis explores the application of various numerical and analytical methods to these systems. It addresses universal behaviors and phase transitions, exemplified by the phenomenon of multiversality. Specifically, the transition from a 1D Luttinger liquid to a charge density wave insulator, characterized by partly Kosterlitz-Thouless transition and partly Ising transition, is analyzed using both analytical renormalization group calculations and numerical density matrix renormalization group simulations. Additionally, the thesis introduces a statistical smoothing spline method to pinpoint transition points systematically. The work extends to quantum dynamics, presenting a generic theoretical framework for analyzing quantum-classical adiabatic dynamics with learning algorithms. A provably efficient adiabatic learning (PEAL) algorithm with favorable scaling properties is developed. The algorithm is numerically validated on the 1D Holstein model, demonstrating its precision in predicting dynamics. Furthermore, the thesis derives a Hamiltonian lattice formulation for the 2+1D compact Maxwell-Chern-Simons theory, providing an analytical solution that aligns with continuum theories and facilitating future numerical applications. Through these explorations, the thesis underscores the complementary roles of numerical and analytical methods in advancing the understanding of complex quantum systems."
2024,Process Digitalization: 3D Deep Learning in Manufacturing Applications,https://hdl.handle.net/1721.1/156013,"The surge in artificial intelligence (AI) popularity and investment has significantly impacted various sectors, including automotive, aerospace, and defense. Smaller companies at the base of these supply chains often lack the resources and knowledge for AI implementation compared to larger original equipment manufacturers, creating a unique opportunity for these smaller companies to leverage AI for growth. However, many AI initiatives in these smaller firms stall at the prototyping phase. This research outlines, from planning to execution, steps and considerations for implementing an AI initiative at a small to medium sized manufacturing company. As well, given the importance of 3D data in the industry, the research also conducts a deep dive on working with, analyzing, and integrating 3D data into an AI model using various techniques, from statistical analysis to 3D deep learning. Discussion on the different
data representations including point clouds, voxels, polygon meshes, depth maps, and boundary representations, and their trade-offs help with the determination of which representation is best for different use-cases. Most of the techniques apply to various unstructured data types to enable multi-modal inputs to a descriptive, predictive, or prescriptive AI model. Additionally, beyond the technical requirements, an entire section is dedicated to discussing the human element in this whole process, focusing on a company’s personnel and cultural aspects, which is often where initiatives can succeed or fail."
2024,LLM-Directed Agent Models in Cyberspace,https://hdl.handle.net/1721.1/156291,"Network penetration testing, a proactive method for identifying vulnerabilities in cy- berspace, has long been the domain of human experts. However, rapid advancements in machine learning have opened up new possibilities for automating many of these tasks. This thesis aims to explore the application of Large Language Models (LLMs) for automating penetration tests and Cyber Capture the Flag (CTF) challenges, bridging the gap between static tools and dynamic human intuition in cybersecurity.
This work provides an evaluation framework for assessing the performance of LLMs in autonomously solving CTF challenges, with an emphasis on understanding the capabilities, limitations, and best prompting strategies for LLMs in this domain. Notably, this thesis presents an agent configuration that offers a 102% improvement in challenge completion on a database of PicoCTF challenges compared to the published baseline. By analyzing a variety of agent strategies, response formats, and historical action representations in the context of CTF challenges, this work aims to provide insights into the best practices and limitations in leveraging LLMs for cybersecurity tasks. Additionally, this work proposes a hierarchical architecture to guide an LLM-enabled agent in performing complex, multi-step penetration testing tasks with strategic foresight. This proof of concept approach shows success in entry level challenges. While LLMs exhibit impressive capabilities, they are limited out of the box in their ability to solve complex, multi-step tasks requiring exploration, necessitating approaches such as those described in this work to improve performance in these areas."
2024,Geo-UNet: A Geometrically Constrained Neural Framework for Clinical-Grade Lumen Segmentation in Intravascular Ultrasound,https://hdl.handle.net/1721.1/157219,"Precisely estimating lumen boundaries in intravascular ultrasound (IVUS) is needed for sizing interventional stents to treat deep vein thrombosis (DVT). Unfortunately, current segmentation networks like the UNet lack the precision required for clinical adoption in IVUS workflows. This arises due to the difficulty of automatically learning accurate lumen contour from limited training data while accounting for the radial geometry of IVUS imaging. We propose the Geo-UNet framework to address these issues via a design informed by the geometry of the lumen contour segmentation task, building anatomical constraints directly into the architecture. We first convert the input data and segmentation targets from Cartesian to polar coordinates. Starting from a convUNet feature extractor, we propose a two-task setup, one for conventional pixel-wise labeling and the other for single boundary lumen-contour localization. We directly combine the two predictions by passing the predicted lumen contour through a new activation (named CDFeLU) to filter out spurious pixel-wise predictions. Our unified loss function carefully balances area-based, distance-based, and contour-based penalties to provide near clinical-grade generalization in unseen patient data. We also introduce a lightweight, inference-time technique to enhance segmentation smoothness. The efficacy of our framework on a venous IVUS dataset is shown against state-of-the-art models. We will make the code repository for this project available soon after approval from industry collaborators."
2024,Harnessing Intelligent Audio-Gesture Interfaces For Wearables As A Sleep Aid,https://hdl.handle.net/1721.1/155483,"Insomnia—difficulty in initiating and maintaining sleep—affects a significant portion of the global population. The mainstream adoption of wearable computing presents a unique opportunity to study and aid sleep at an individual level. Here we introduce Zzzonic, a smart sleep-aid application designed for smartwatches that leverages cognitive psychology and human-computerinteraction (HCI) to facilitate sleep onset by engaging users in audio tasks as a formof intrusive thought control. A significant aspect of Zzzonic's functionality is its adaptive control system, which estimates sleep onset latency in realtime by monitoring indicators such as motion anduser response. The system then progressively modifies the characteristics of the audio tasks to minimize sleep onset latency. This thesis evaluates Zzzonic through a series of user trials conducted throughout the development of the app, accessing the capacity to predict and control sleep onset. The results indicate accurately predicting sleep onset latency in realtime as a control signal is possible but there was no evidence indicating the system could minimize slope onset latency. The inclusion of more indicator signals and machine learning techniques is likely to significantly improve realtime sleep onset latency prediction. Future work on computer-modulated intrusive thought control would benefit from the evaluation of task design, intrusive thought indicators and identifying an adequate control framework."
2024,Thermal Interaction of Inert Additives in Energetic Materials,https://hdl.handle.net/1721.1/155906,"Energetic materials are used for a variety of applications, including airbag deployment and solid rocket fuels, that require high energy density and various energy release rates. The energy release rate, determined by how fast the material burns, is often thought to be proportional to the bulk thermal diffusivity of the material. However, the inclusion of insulating inert particles in energetic materials has shown burning rate enhancement in certain cases. Flame front corrugation that increases the reaction front area observed at micron to sub-millimeter scales was proposed previously to explain the phenomenon. However, a recent simulation study observed a significant temperature gradient within the inert particle, implying that the residence time of the inert particle in the flame front could play a role in the thermal interaction between additives and surrounding energetic materials. In this work, we tested these hypotheses by employing a high-speed microscopic imaging system to quantify the burning rate and flame morphology of Al/CuO nanothermites with various SiO2 particle sizes and mass loading. Additionally, we performed flame propagation simulations to quantify the thermal interactions between the energetic materials and the embedded single inert particle. The experimental results show that the burning rate depends on the particle size as well as mass loading. Specifically, as the SiO2 particle size increases from 100 nm to 100 μm, the burning rate is enhanced by 26% at a mass loading of 7.5%. Further computational studies reveal that flame corrugation may not be the sole factor to alter the burning rate. Non-dimensional analyses show that energy absorption and temperature non-uniformity in inert particles have strong correlations with particle diameter. When the characteristic time of heating the inert particle is shorter than the flame residence time, the inert particle acts as a heat sink, leading to a negative impact on burning rates due to the heat removal from the surrounding energetic materials. Experimental studies reveal that additive particle size has an impact on the nanothermite burn rate. Insight into why this may occur is provided by computational studies of a single particle inclusion, as well as images captured of the burn rate experiments, showing the flame front morphology and particle size effects on heat transfer may play a key role in burn rate alteration by inert additives."
2024,Modeling the Future Space Debris Population and Orbital Capacity,https://hdl.handle.net/1721.1/157822,"Increased investments and technological advances in satellite manufacturing and launch services have led to a newly vitalized Low Earth Orbit (LEO) environment. Megaconstellations consisting of hundreds to hundreds of thousands of satellites have been proposed, with SpaceX’s Starlink satellite constellation now reaching more than 5400 operational satellites. This denser LEO environment underscores the urgent need for models to predict and manage the risk of collisions and the sustainable use of space. Many models have been proposed over the years to quantify the risk of collisions between resident space objects, including the seminal paper by Kessler that described the runaway conditions for which LEO could become unusable. In this thesis, the development of the MIT Orbital Capacity Analysis Tool (MOCAT) is described along with conclusions and insights. MOCAT is a novel open-source approach to evaluating the LEO environment and comprises of a Source Sink Evolutionary Model (SSEM) and a Monte Carlo (MC) method. The SSEM simplifies the complex dynamics of space-object interactions into deterministic equations, focusing on the long-term evolution of orbital populations across different altitude shells. The simplified nature of the SSEM allows for computational efficiency, which enables optimization routines such as the exploration of equilibrium solutions for LEO carrying capacity. The improvements to the SSEM in this work through binning in the physical dimension as well as inclusion of Delta-V dynamics from the collision dynamics increases the fidelity of the SSEM. In comparison, MOCAT-MC offers a comprehensive means to simulate the individual interactions between RSOs. The MOCAT-MC tool propagates the orbits of low-earth orbit objects and models their interactions including collisions and explosions, and provides insights into the evolving trends of the LEO population. Of particular note is the computational efficiency of the model, which is essential for managing the complexities inherent in orbital dynamics and the potential large number of objects centuries into the future. Validation results and a range of simulations, including no-future launch scenarios and the launch of proposed megaconstellations totaling more than 80,000 active payloads are explored, resulting in millions of trackable objects. Despite the much fewer megaconstellations planned at the higher altitudes, even a small fraction of failures in post-mission disposal or collision avoidance maneuvers result in an outsized effect on orbital debris accumulation. MOCAT-MC is able to simulate Lethal Non-Trackable (LNT) objects, which comprise the vast majority of the orbital population today. These lethal non-trackable object population will only grow as more payloads and debris are launched into orbit and increase the collision rate. The effect of these objects are modeled and discussed. These two models offer different approaches to modeling the future orbital environment each with its strengths and weaknesses. Validation against existing models in literature shows the utility of MOCAT in informing future space traffic management and constellation design. The MOCAT tool has been created such that researchers can use a common model that is validated, robust, and efficient, allowing for advancement in our ability to forecast and mitigate the risks associated with the increasing density of LEO while advocating for a more sustainable approach to space exploration and utilization."
2024,Practical Considerations For the Deployment of Clinical NLP Systems,https://hdl.handle.net/1721.1/156307,"Although recent advances in scaling large language models (LLMs) have resulted in improvements on many NLP tasks, it remains unclear whether these models trained primarily with general web text are the right tool in highly specialized, safety critical domains such as healthcare. A healthcare system attempting to automate a clinical task must weigh all approaches with respect to safety, efficacy, and efficiency. This thesis investigates the challenges and implications of implementing LLMs in clinical settings, focusing on the three considerations listed above: safety, efficacy, and efficiency. We first explore the potential biases that might be introduced in downstream patient safety by using LLMs in a zero or few-shot setting and find that LLMs can propagate, or even amplify, harmful societal biases in a number of clinical tasks. Then, we examine the privacy considerations of pretraining a language model on protected health information (PHI) bearing clinical text and find that simple probing methods are unable to meaningfully extract sensitive information from an encoder-only language model pretrained on non-deidentified electronic health record (EHR) notes. Finally, we conduct an extensive empirical analysis of 12 language models, ranging from 220M to 175B parameters, measuring their performance on 3 different clinical tasks that test their ability to parse and reason over electronic health records. We show that relatively small specialized clinical models are substantially more effective than larger models trained on general text used through in-context learning. Further, we find that pretraining on clinical tokens allows for smaller, more parameter-efficient models that either match or outperform much larger language models trained on general text. We argue that using a clinical text-specific pretrained language model allows for an efficient, effective, and privacy-conscious approach, enabling a tailored and ethically responsible application of AI in healthcare."
2024,The definition and implementation of a computer programming language based on constraints,http://hdl.handle.net/1721.1/15890,"Thesis: Ph. D., Massachusetts Institute of Technology, Department of Electrical Engineering and Computer Science, 1980"
2024,Exploring Developmental Change in Ego-Motion Experience Across Infancy,https://hdl.handle.net/1721.1/156992,"Humans flexibly and intuitively use vision to plan and guide navigation through the local environment. How does this ability develop in infancy? One possibility is that the development of visual representations for navigation is driven by passive exposure to the visual statistics of scenes. Another possibility is that active navigation experience using vision to plan and guide locomotion is the driving factor. In order to distinguish between these two hypotheses, it is necessary to understand the nature of infants’ early visual scene experience itself. Surprisingly little prior work has characterized infants’ early experiences with ego-motion through scenes, before and after learning to locomote. We use ecological momentary assessments to quantify infants’ exposure to ego-motion through scenes, and how that changes with locomotor experience. We found that pre-crawling infants who have never independently navigated already experience significant passive visual exposure to forward-facing ego-motion through scenes. Nevertheless, this experience increases substantially with age and locomotor status."
2024,The Power of Perception in Human-AI Interaction: Investigating Psychological Factors and Cognitive Biases that Shape User Belief and Behavior,https://hdl.handle.net/1721.1/157241,"This thesis investigates the psychological factors that influence belief in AI predictions, comparing them to belief in astrology- and personality-based predictions, and examines the ""personal validation effect"" in the context of AI, particularly with Large Language Models (LLMs). Through two interconnected studies involving 238 participants, the first study explores how cognitive style, paranormal beliefs, AI attitudes, and personality traits impact perceptions of the validity, reliability, usefulness, and personalization of predictions from different sources. The study finds a positive correlation between belief in AI predictions and belief in astrology- and personality-based predictions, highlighting a ""rational superstition"" phenomenon where belief is more influenced by mental heuristics and intuition than by critical evaluation. Interestingly, cognitive style did not significantly affect belief in predictions, while paranormal beliefs, positive AI attitudes, and conscientiousness played significant roles. The second study reveals that positive predictions are perceived as significantly more valid, personalized, reliable, and useful than negative ones, emphasizing the strong influence of prediction valence on user perceptions. This underscores the need for AI systems to manage user expectations and foster balanced trust. The thesis concludes with a proposal for future research on how belief in AI predictions influences actual user behavior, exploring it through the lens of self-fulfilling prophecy. Overall, this thesis enhances understanding of human-AI interaction and provides insights for developing AI systems across various applications."
2024,Assessing United States Energy Poverty Policy: Regulatory Design Alternatives and Resource Allocation,https://hdl.handle.net/1721.1/157037,"Guaranteeing sufficient and affordable access to energy services is increasingly critical as climate change continues to worsen, energy costs increase due to the need to meet decarbonization goals, and the trend in general inequality among citizens persists. To ensure the affordability of energy services, in this thesis, I analyze the design of policies and programs addressing energy poverty according to the four strategy decisions that I argue must be made during their ideation: assistance, targeting, funding, and governance. I focus on the strategies designed and implemented in the US and the EU and discuss the benefits and disadvantages of the different approaches followed in both contexts. Based on this comparative analysis, I find there are changes to US federal policy design that should be implemented to better serve households living in energy poverty. Specifically, current allocations under the US Low Income Home Energy Assistance Program (LIHEAP) to states have been nearly static since 1984, while the distribution of energy poverty is dynamic in location and time. To improve the allocation of federal resources, I produce a novel machine learning approach based on sociodemographic and geographical information to estimate energy burden in each US census tract for 2015 and 2020. This analysis reveals an increase in the average household energy burdens, and the range of households experiencing energy poverty broadened. To improve the targeting strategy of LIHEAP, I design an optimized allocation structure that illustrates a shift in funding to the southern US from northern states. To better match household assistance needs, this analysis urges policy makers to revise the distribution of resources to reflect where concentrations of energy poverty exist in the US."
2024,Aquaculture Basket Detection and Tracking for Autonomous Surface Vehicles,https://hdl.handle.net/1721.1/156768,"With the global population on the rise, there is an increased demand for seafood, underscoring the crucial role of aquaculture- the practice of farming aquatic organisms [1]. In the realm of aquaculture, oyster farming is relatively low maintenance, except for the challenge of manually flipping heavy oyster-laden bags. To address this issue, MIT Sea Grant introduced the Oystermaran, an autonomous catamaran specifically designed for this task. This thesis presents contributions to the electronics, controls, and perception systems of the Oystermaran project. In particular, it presents an oyster basket detection and tracking method using the object detector You Only Look Once (YOLO) [2]. In addition, the electronics system has been updated and new manual controllers were created to enable the use of a new f lipping mechanism developed this year. This system is evaluated on data from field testing at Ward Aquafarms, a Cape Cod-based oyster farming business. The results show that oyster baskets can be robustly detected in new environments, despite environmental factors. This marks a significant step towards real-time viability for autonomous oyster farming."
2024,Maintenance and Metalearning of Time Interval Representations,https://hdl.handle.net/1721.1/153772,"When we perform actions in the world, we estimate what is happening around us. That information goes through a series of transformations in the brain in order to execute an action that meets our goals. For example, we might remember the speed of a car in order to decide when to cross the road. These transformations can be simple, for example based on physics models of speed and time, like the car example, or they can be complex and built around evolutionary and experience-based statistical regularities in the world. This thesis uses a sensorimotor time production task to investigate different types of transformation and noise that exist between observation and action. First, I will propose a task which utilizes memory of a time interval in order to probe memory noise, memory storage, and inference over internal noise. To do this, monkeys perform a delayed time reproduction task. I find that the behavior is consistent with the the brain storing the memory as a function of time, and that the inference does not mitigate the internal memory noise. Second, I investigate how estimated prior distributions change when the statistical regularities of the world change. Monkeys perform a blocked time reproduction task, and behavior across policy transitions shows fast adaptation to new policies. I apply this algorithm to a model and fit it to behavioral data.  Third, I display some preliminary neural data gathered during these tasks as well as hypotheses for neural implementation. With these experiments, I utilize a simple task to pick apart transformations that occur between observation and action."
2023,Systemic risk in the interbank lending market,http://hdl.handle.net/1721.1/117814,"Our goal is to understand the functioning of the interbank lending market in times of market stress. Working towards this goal, we conduct theoretical analysis and simulation to study the effects of network structure and shock scenarios on systemic risk in the market. We consider shocks of various sizes at both global and local scales. In terms of risk measures, we study relative systemic loss and the default rate, separating the latter quantity into fundamental default and contagion. Our simulations suggest that all systemic risk measures are similar on the well-studied directed Erdős-Rényi model and the more complex fitness model if we match the mean density and the mean edge weight of these two models. We show through both derivations and simulations that the network size has little effect on systemic risk when the network is sufficiently large. Moreover, as the mean degree grows, the different default rates considered all increase, while relative systemic loss decreases. Furthermore, simulations suggest that local shocks tend to cause more harm than global shocks of the same total size. We also derive upper and lower bounds on a bank's probability of default, only using its neighbors' information. For implementation, we build a method for real-time, automatic, interpretable assessment of financial systemic risk, which only requires temporal snapshots of observable data. Our algorithm takes in partial data, inferring a random graph model, and then generates empirical distributions for risk measures. The first part relies on inferring a fitness model that is compatible with observed information. For the second part, we use simulations to obtain empirical distributions for systemic risk that arises from interbank clearing. We test our method on synthetic data and apply it to the federal funds market using empirical data. Our method is fast enough to be incorporated into algorithms that produce intraday time trajectories of risk prediction. The data requirement is practical for investors as well as regulators, policy-makers, and financial institutions."
